Comment,Predicted Class
"why does the output just have ""\"" after the text and also before "" ' ""?",Interrogative
Will this model learn the more we talk to it?,Interrogative
coding camp is helping many like us......,Positive
Love from nepal,Positive
How do i use something else than Kaggle?,Interrogative
"Neither the video nor the GitHub have instructions for the ""Peppa Pig"" (i.e. CSV) version.",Negative
"When using model_train_upload_workflow.ipynb on ""Run the Main Function"" Im getting ""nameError: name 'trn_df' is not defined"". How to solve this?",Interrogative
"Amazing video, watching it from start to finish. Loved it. A React Context and prop drilling best practices would be be amazing as well <3",Positive
Brother you solved many of my doubts. You have no idea how helpful and important these kind of videos are for me. Keep making such videos. Full support mate!,Positive
Absolutely fantastic video,Positive
"I just got through a week of useState and useEffect, and this video helped answer a lot of questions. Keep it up man!",Positive
Very interesting! Is #7 will work the same with useContext()? if same variables will be changed but some component in the deep dive use this context but not need this value. Will this component rerender?,Interrogative
Thank you very much. I have always wanted to learn Django and starting with this tutorial is priceless.,Positive
i love the way this guy explains everything thoroughly for some of us who aren't as advanced!,Positive
Is there a possibility to upload more than one image per post? If so how would you do that?,Interrogative
Any suggestion on how to add for each post the poster's profile image and location in the header?,Interrogative
"I just finished this tutorial, thank you Tomi.",Positive
Please also bring more spring framework content like these as well as java is also a widely used language in the industry.,Imperative
"Hi Bro, please can I have the link of the bootstrap template?",Interrogative
"Also, do you guys consider doing an Analysis course?",Interrogative
Awesome! I've just finished the project and it was veery great!,Positive
Can you also show us how to deploy it in AWS please. ? ,Interrogative
"As a follow-up question, why are you adding 'id' to all your models? Shouldn't an Id already be assigned upon creation?",Interrogative
very appreciated. Need more tutorial as per project based about python django.,Positive
Is messaging other users also included in this?? I have seen this section in template,Interrogative
"Hi Tomi, what if it's a React site without html as it were? What would be in the static folder and template folders.",Interrogative
What is the version of Django being used?,Interrogative
Thank you so much for this !,Positive
Which version of Django is being used here?,Interrogative
I have a FK (profile_id) in post table and I want its value to be added to a post from a view how do implement that?,Interrogative
"these was amazing ,,keep up the good work!!!!",Positive
i need some help how can i run this project using the uploaded source code and template files on github?,Interrogative
Thank you so much. l truly learned a lot!,Positive
"Thank you, I finished it! I will try to add chat functionality",Positive
"Just keep putting out these banging video, I swear y'all are the best.",Positive
"Is password hashing handled by Django auth? When you set password=password, is that storing the original plaintext input, or does Django hash and salt before saving to the DB?",Interrogative
i am not able to set up the project in pycharm. i cannot create core files as shown in beginning.,Negative
Tomi I don't know if you know it but you have helped alot of people learn how to code,Positive
i really wanna learn programming. I've actually started on my own but i need a mentor/coach,Neutral
"May I know what is the reason behind creating so many redundant folders named ""social_book""?",Interrogative
"It was great, please continue the project with Django Rest",Positive
"I can not see the post of all the users that i follow. As soon as i followed the second user, I got an error in the 253rd line of index.html... it says image attribute not linked to file.",Negative
Great stuff!,Positive
I watched his 10-hour python django tutorial! Amazing,Positive
"I have downloaded the souirce code from above, but i cant find the static files in the project. how to incluide now?",Interrogative
Thankyou fro great tuotorial.Kindly make a tuotorial for pyscript also,Positive
"I got the error ""NameError: name 'core' is not defined"" how do i fix it?",Interrogative
Would be great if you could also add notifications and chat.,Corrective
Excuese me have a question....... why didn't you create the virtual environment?,Interrogative
Left clicking at the image doesn't load but download it instead. Anyone knows why?,Interrogative
Can't do away with the NameError on index at the start of the video,Negative
Can someone tell that he's using Django Rest Framework in this project? It's not mentioned in the description.,Interrogative
"After watching this, I was finally able to sort my life out",Positive
"needed something to watch tonight, found this and it turned out to be super interesting! i usually am not very interested in a lot of this sort of stuff, but you explained it perfectly!",Positive
Thats why I prefer a for loop over a while loop bc the for loop forces you to place the incrementor,Neutral
One mistake is that in your array there is no 11 element but it’s [1][1],Corrective
"hey, try median bucket sort, its 2n log n, ie, first linear median search O(n) then split the elements to two buckets, repeat for sub-buckets, its a stable n log n version of the quick sort",Corrective
Would have been even better if heap sort was also in it,Corrective
I was just about to do this in class. Thanks freecodecamp!,Positive
Visualizing these algorithms helped me alot understanding them,Positive
"The Simple algorithm in the first section, and the Selection algorithm in the second, are actually the same... just implemented differently",Neutral
"One thing to point out: the variable declaration made it a bit more difficult to understand the point, giving variables a single letter declaration is a bad practice among programmers.",Corrective
Can you make a tutorial about how to connect a java project with twitch?,Interrogative
Great Video and explanation !,Positive
Can you do other algorithms like DFS or BFS?,Interrogative
"cout means ""​character output""",Neutral
"I tried making a sorting algorythm by myself before starting this video, lets see how bad i was lol",Neutral
Does the first one have any specific name?,Interrogative
Beautiful drawing skill haha. Thanks for the Video!,Positive
"Please start dsa series in c++,for beginner competitive programmers.",Imperative
anyone know a javascript version of this?,Interrogative
Why doesn't anyone teach tape sorts anymore?,Interrogative
Dope now I can understand the theory behind sorting funcs :D,Positive
I'm intrigued by your speed ~,Positive
I'll need to wage war against those who start the curly braces/brackets on a separate line,Neutral
"This guy is just making things complicated for beginners, I just came here to revise but ended up with a headache",Negative
Mate you gotta use the graphics before you start implementing.,Corrective
"C++, my language <3",Neutral
why do u use while loops when for loops does the job aswell and i think its simpler and shorter way?? is there a particular reason?,Interrogative
Why the random function gives the same numbers in sequence from 41 to 24464 each time.how can we call it a random function if i know the first and the second to the last term ?,Interrogative
Can someone tell me what idle did he use?,Interrogative
what was the name of the first sorting algorithm?,Interrogative
Thank you for zooming the code so I can see from small screen smart phone,Positive
Do you guys read my mind or something??? Cuz I was just thinking about learning this and got the notification next second.,Interrogative
Either this guy is taking too much adderall or I'm not taking enough.,Neutral
what's that song at the end?,Interrogative
saved my life <3,Positive
I’m blinded every time the background changes back to white.,Neutral
Check the value of n before you create UB by accessing out of bounds.,Corrective
this clearly isn't for extreme beginners :(,Negative
Why not python ?,Interrogative
where is quick sort ?,Interrogative
so helpful,Positive
"some people say you speak fast but actually, for me, it's not.",Positive
"I don't get this love for using while loops, that are inherently dangerous, instead of a for loop???",Interrogative
Plz Same tutorial but in java,Imperative
you need to slow down and pace yourself a little better. you're tripping over your words and making typos halfway through an otherwise good course.,Corrective
bad naming. what is s? what is e?,Negative
Am I the only one who thought this guy was not at all a good teacher?,Interrogative
please stop doing rap teacher <3 it ll be better i thing,Corrective
Barely explained the locOfSmallest function;hard to follow and don't know why he is running to catch the bus while explaining the concepts.,Negative
speaking waaayy too fast,Negative
poor explanation,Negative
This guy's mouth cant catch up with his brain lol,Negative
probably one of the worst FCC video,Negative
C++ is for boomers. Javascript or GTFO. Great video though! Thanks.,Positive
"Colt is nostalgic for me , he started my web dev journey . Thanks Colt",Positive
"Colt, you are just amazing, knew linux all this while, but now I know it more. Thank you for making it more interesting to learn",Positive
"Hi Colt, I noticed the $ is displayed on your path name. What causes it to display. What does that signify?",Interrogative
Can you also do some tutorial particularly for some open source project like Odoo?,Interrogative
This is an absolutely fantastic masterclass of linux commands. Thank you,Positive
"Hey @Colt Steele, do you know of any bootcamps out there teaching AI? If not, can you add that on your list to teach?",Interrogative
Wonderful video! May I ask you where we can download your slideshow?,Interrogative
How would you install Ubuntu and Windows on a Mac system? Which method would you use? Virtual Box?,Interrogative
How do you swipe left and right to these virtual OSs? Is it just spaces via Mission Control?,Interrogative
Is there one command to create files inside multiple directories?,Interrogative
I started hundreds of courses but wasn't able to complete even a single one of them.,Positive
been looking for linux in this channel,Positive
"One of the most articulate and coolest teacher i have seen, Appreciation Colt !",Positive
Thanks for this great video. Where Can WE find the complete map three of the OS related Unix ?,Interrogative
I was looking for something like that for so long! It is really good! Thank you!,Positive
"Hi sir, will you setup a tutorial for working on files in the unix environment please?",Interrogative
"Hi sir, will you setup a tutorial for working on files in the unix environment please?",Positive
Can you create file in the path that doesn't have folders on the way? With mkdir -p you can create folders if they don't exist. What about creating a new file in a similar way ?,Interrogative
He's Michael Jordan of web development.,Positive
Nice to see Colt here. His Udemy web dev course is amazing,Positive
you can also use the man builtins command and then type /cd(space bar) and hit enter you'll basically be given similar information as the help cd command.,Corrective
"i am linux user for many years, thanks giving us so good lesson !",Positive
I love his teaching style. Thankyou sir for this video :),Positive
Is it possible to create custom shortcuts with terminal command? or is there a file that store custom shortcuts?,Interrogative
Can somebody tell me what actually is Kali Linux?? and what this video is all about?? ,Interrogative
I am a public school teacher and I love the way Colt explains his content.,Positive
The only time I ever wanted YouTube's like button to allow more than one click! Thanks for the excellent video!,Positive
Excellent presentation. Thank you Colt.,Positive
I got my first job because of Colt! ️️️,Positive
"Does anyone know how to turn on the -v / ""verbose"" option by default in terminal?",Interrogative
"Does anyone know how to turn on the -v / ""verbose"" option by default in terminal?",Interrogative
His dsa course helped me develop my skills to a different level,Positive
I attended a intro to devops course recently and the trainer said Linux and Windows kernels are in fact very similar. Is that true?,Interrogative
Can you teach me the complete understanding of cli?,Interrogative
"it is important that you mention the antecedents such as CP/M , MP/M and DOS",Corrective
Please also upload a tutorial on bash scripting if possible.,Imperative
Any kind of books or PDFs to cover all these 50 Linux commands ?,Interrogative
nicely done Colt! cheers,Positive
Colt Steele definitely sounds like a 70's private investigator that drives a sweet ride.,Positive
"You’re absolutely brilliant and generous for giving out this much information for all of us to learn, thank you!",Positive
This is far better than many high-priced tutorial courses on the most popular MOOC platforms. I will forever keep this for future reference,Positive
"Amazing video, really really good, thank you Santiago for offering such a great free class online.",Positive
The difference where the upper limit is included only seems to apply if you've defined your own index.  It seems to work the same if you use the default numeric index.,Corrective
I just finished it and the content is just awesome. It gets easy the way trainer explains things here. Thanks a ton for this lovely content.,Positive
It would be great if you can upload some data file for access during the training which is used as running the python in videos,Corrective
For data series i can index by using positional number such as: g7_pop[0] without having to use g7_pop.iloc[0]. is that typical or is it bad practice?,Interrogative
Very nice tutorial. Is source code and ppt available for share?,Interrogative
" I see you mentioned some examples with financial and price data on Cryptocurrencies, can you advise if you have some focused course on financial data studies and api interfacing?",Interrogative
"Can we have a video on some great flutter project from your side, maybe a complete e-commerce application?",Interrogative
how do we download the workspace for the jupyter notebooks just like the tutorial interface?,Interrogative
You know how to teach. Very rare skill. Thanks for sharing this.,Positive
The best tutorial ever! Excellent!,Positive
"using the colab extension but keep getting the error ""sales is not defined"" even if I run the script which gives the answer. It would be nice to see what output the should look like.",Negative
This is great! Thank you for this.,Positive
Please get Closed CCaptions for all your videos. I understand your instructions but sometimes want to speed things up and not miss something.,Corrective
"This is insane effort. Thank you, thank you !!!!",Positive
Please change the video description and use the index below,Corrective
By far the best tutorial on data analysis. Have same on machine learning?,Interrogative
"Thank you teacher you taught me a lot, thank you very much",Positive
I have completed whole tutorial I leant so much from this.. thanks free code camp and tutor..,Positive
"Just finished python in 4 hours today, time to learn Numpy, Pandas, and Ski-learn!",Neutral
is it possible to have this wonderful resource for learning in document form like pdf or jupyter notebook?,Interrogative
thanks for the great presentation. where can i find the data to play with?,Interrogative
It is thousand times better than CS courses at college!!,Positive
"Not sure if I'll ever use Notebook, but nice crash course for numpy, pandas, and matplotlib.",Positive
"Does the Data Analysis with Python consider as a branch from Artificial Intelligence ? if yes, how can i use it in the drilling of oil well branch ?",Interrogative
Why is 0 considered negative in the exercises? Is that somehow on purpose or just a small mistake?,Interrogative
"As a beginner, do we need to familiarize ourselves with Excel first before diving into Python?",Interrogative
Thanks for this tutorial. Can anyone tell me where can I find these csv files ?,Interrogative
Would it be possible to upload a pdf of the twitter cheat sheet?,Interrogative
What are the prerequisites of this course?,Interrogative
Thank you very much. Your video is very helpful.,Positive
Some feedback: Many times there is too much scrolling up and down. There is not enough time to read text or commands.,Negative
Is it possible to use PyCharm IDE for data analysis or does it only work with Jupyter Notebook?,Interrogative
Excelent course!,Positive
any differneces between this course and the latest 9-hour version?,Interrogative
"i dont know a dang thing about programing ,just a little command prompt and thats it.. yet i actually understood what he was talking about. damn good teaching skills.",Positive
Are these video courses available in Spanish anywhere?,Interrogative
Thanks for the introduction part..kindly implement project also from start to end...,Corrective
you could have explained better how one will get the jupyter notebook and install some of the files you used in the tutorial. that would have made things easier for beguneers,Corrective
very good resource for beginners,Positive
"Where can Jupyter notebook users find the practice datasets from the video, can anyone advise?",Interrogative
"the content is excellent, Thanks a lot.",Positive
what is the markdown to get that gradient line separator?,Interrogative
array' is not defined for me. Which library is it from when you use it alone?,Interrogative
"What is a blessing, thanks so much!!",Positive
can you please provide the sales data for the above EDA?,Interrogative
Can someone who has never coded anything before take your course and learn? Is it ultra beginner friendly?,Interrogative
Can I use vscode instead of jupyter while watching this?,Interrogative
"please include or enable subtitles, thankyou:",Imperative
"When I have more than two values in a coloumn field, how can I normalize them? So I can analyse or store in a database.",Interrogative
"For some reason the the first excersize is broken. It doesn't find the sales_data.csv file, therefore the code doesn't work.",Negative
100 times better than my teacher,Positive
God bless you sir for this tutorial,Positive
I swear this is the best channel in youtube ever.,Positive
"can somebody please help , where do i get the sales_data.csv used in part 3 Jupyter Notebooks?",Interrogative
Where can actual notebooks with exercise (.ipynb format) be found and used for practice?,Interrogative
How can i get the exercise files mentioned in this video?,Interrogative
Do u separately need to install saqilla db in your harddrive or for practice u can use their and how u can ?,Interrogative
Really helpful great upload glad I subbed,Positive
I'm new to data analysis and this video shows up. Appericiate it :),Positive
A Power BI Tutorial please and Thank You!!,Imperative
"the best channel,the best video,on this topic ,,really a damn costly course,getting for free,really lucky!!",Positive
"This should be data analysis with python for professionals.. How does he want the beginners to understand when he had already prepared the sheets, just reading them to us",Negative
Is JupyterNotebook better for data analysis or VisualStudioCode has same features?,Interrogative
"If we have 4 columns like [week, fruits, vegetables, flowers], how to create a dataframe like df['fruits'] where week==36?",Interrogative
Can any one help me to carry out multi objective optimisation (nonlinear) using PYTHON?,Interrogative
Best Data science course on the planet period,Positive
Awesome!! TQVM. 4 hours is not too long.,Positive
found i was looking for. thank you so much.,Positive
"thank you, theese videos are gold",Positive
what is density=1 in combine plots?,Interrogative
where are the datasets used in the class?,Interrogative
Just when I wanted it. Good timing.,Positive
Which app do you use to write on screen?,Interrogative
How does this compare to the Python for Data Science video?,Interrogative
Really Nice Series,Positive
How can I obtain a copy of the csv file you're reading from to follow along?,Interrogative
"Sir can you teach here about email extracting software from fb, instagram etc?",Interrogative
"Hey, I am unable to download the sales_data.csv file. how should I move forward without it on my local jupyter notebook environment?",Interrogative
Yesss !!! I’ve been waiting for this for a long time !!,Positive
how helpful is this particular tutorial for finance professional trying to get into data analytics for finance?,Interrogative
"i have not started yet, but i think i will love it",Positive
Is this course for a beginner in data analytics field with no prior experience/knowledge about data analytics?,Interrogative
Please enable auto subtitles for each video.Thanks,Imperative
Is this video relevant for Data Engineers too?,Interrogative
So after completing this course am I able to work as a data analyst?,Interrogative
The best tutorial in youtube,Positive
"Btw must you have prior knowledge of Python programming, to be able to Analyze data with python?",Interrogative
Your video is great very much! You can send to me csv.file that you used in this video.Thanks,Positive
Freecodecamp coming through for us like nobody's business wow i stan️,Positive
Great! Thanks!,Positive
"I heard that we should focus on excel, sql skills for Data Analysis. People are now learning Python because it is getting popular.",Neutral
Can I use VS code instead of jupyter notebook????,Interrogative
Hurrayyyyyyy finally someone with normal pure English accent,Positive
"When i began learning SQL from this channel, i was really happy i found such an amazing source of knowledge... But to be honest, this python course is not well explained. And unclear.",Negative
"this was really nice. But i think there is a problem with the collision detection. When we hit a brick from the sides shouldn't we change the xDirection, not the yDirection?",Interrogative
thank you so much for such an amazing tutorial <3,Positive
Which extensions are you using for the fonts? ,Interrogative
Nice tutorial! Subscribed to your channel. Thanks!,Positive
"Importing staff manually looks so weird to me. TS can do it automatically, that is one of the reasons why I prefer using it.",Neutral
Why are we using a reduce function if the whole point is just to filter out the zeroes? Coulnd't we just filter out the zeroes and then use map on the zero-less LEVEL variable?,Interrogative
"Hey, hey! It's Thomas back again. Always love to see you around. See you soon!",Positive
"I think maybe that font was a bad choice .. maybe you are used to read cursive, but for sure less readable for others.",Negative
I download all file from Github but it does not working what is the problem ?,Interrogative
"First view, first like and first comment! You guys are the best!! Thank you!",Positive
Could be much better. Not much explanation around different calculations. felt like copy-paste. ,Corrective
"this is not a tutorial,its a ""copy my code from top to bottom in the most inconvenient way possible""",Negative
can it be deployed in angular?,Interrogative
Is Software Develope equal Software engineer?,Interrogative
"On console i have this error , how can i fix?",Interrogative
Ohh just in time,Positive
seventh comment lol :D,Neutral
What can I do with this?,Interrogative
"delphi is the best learn openGL i was used delphi 7 for opengl when still student , i dont understand why delphi not much use for seeking a job",Neutral
Have no idea what this is,Interrogative
How many robots do you have .. ??!!,Interrogative
Any tutorial on PyOpengl?,Interrogative
i needed this <3,Positive
One of the best explanation ever of Algorithms. I saw even great programmers commenting his didactics and explanation of Data Structures. ,Positive
Many books use binary search algorithm as an example. But this videos expand my understanding of this.,Positive
Perfect time! I was just thinking to learn Binary Search.,Positive
a nice channel to learn c..thank u..,Positive
You said you will implement using c++ then you used c.,Corrective
Too many repetitions of the same content!,Negative
You guys bought mycodeschool videos ?,Interrogative
I wish your background was dark. White backgrounds really kill my eyes. I'm such a crybaby.,Corrective
"This is the channel that keeps me motivated, and I learn something new each time.",Positive
"incredibly easy to understand and your examples were nice to follow, great content! thank you for posting",Positive
"Simple, elegant and informative. Love it, thanks mate",Positive
Aaron I think there’s a lot more detail you could go into. For example how Apis work connecting different programming languages.,Corrective
Great video well presented. Can you do a video on how to actually connect a platform with another platform through API like an affiliate using API to render whitelabel services?,Interrogative
"That would’ve been the smoothest sponsor plug I’ve ever seen. Great video, helped me understand API’s better than any other video I’ve seen",Positive
Plz make a video on standard approach for software development and it's architecture.,Imperative
"So with the Uber example you gave, is each piece basically a micro-service?",Interrogative
"By far the best Excel tutorial I have seen for beginners. Complete, basic, to the point and very useful in real life situations. Great course! Thank you, Shad Sluiter, for sharing!",Positive
Your explanations are simple and fluid. You have deconstructed all the difficulty myths related to learning Excel. Hats off and thank you!,Positive
"I know the excel tables are created live during the class, but is there any way we can get them in CSV or xlsx format?",Interrogative
"Tip for inserting loads of sample Numbers such as the rate or the hours worked, use rand.between(bottom;upper). This way you dont need to insert loads of individual cells",Corrective
Would you please make the sheets available so we can execute the commands ourselves?,Interrogative
I learned more about excel in this video than I ever did in school! Thank you so much for this!,Positive
I have a job interview requiring basic use of Excel. This course was just what I needed! Thank you!,Positive
"if anyone is trying to fill in the data manually,you can actually try ' =40+randbetween(-3,3) ,or you can set your own range.",Corrective
"He knows everything in excel still he teaches with lots of patience, Loved the course!",Positive
to fill a whole column with a formula you can also just double click on the corner of the cell you're duplicating the formula from and it will fill all the way down,Corrective
You just opened me to the possibility of wanting to be a data analyst.,Positive
I thought I was an expert in Excel but am seeing I was less than Basic. Thanks. I will now enroll for the next lesson. You are the Best!,Positive
Is there any way we could download a sheet with the info already typed in & then just fill out the formulas & stuff ourselves for practice?,Interrogative
"Hey Krish, thanks for simple training on pyspark, can you add sample video merging data frame? And add rows to data frame?",Interrogative
"Nice video, clear and precise. But it would be better with better dataset, to show more options in the data analysis (grouping more columns, max(column) etc.)",Corrective
world best YouTube channel,Positive
The explanation is awesome.. Can you also provide the link or explain how to deal pyspark in Python Idle?,Interrogative
"I was very much looking for this. Great work, thank you!",Positive
Thanks a ton for this wonderful Masterpiece. It helped me a lot!,Positive
"I think the Name column min-max decided on the lexicographic order, not by index number.",Corrective
You nailed it in a way with very simple examples In high professional way....,Positive
"If my dataset has 20 columns, why describe output is not showing in a nice table like the above?Is there a way to get a nice tabular format like above for a large dataset?",Interrogative
Thanks so Much and thanks to professor Hayth.... who showed me the link to your training. Cheers to both of U guys,Positive
"Thank you so much sir, 100 % satisfied with your tutorial. Loved it.",Positive
Yet another excellent offering. Thank you so much.,Positive
But I'm trying to create an interactive dashboard on Spark UI using pyspark. Is it possible?,Interrogative
"Nice video, could you add timestamps?",Interrogative
Massive. This is a GREAT piece. Well done. Keep going,Positive
In Databricks platform the new cluster is replaced with the new compute with same functionality but only name difference.,Corrective
Great video. Pretty much simple.,Positive
I don't think it's based on index. I just tried changing the indices for min and max values for string. Looks like it's checking the chronological order.,Corrective
When should you consider using PySpark over Pandas? Is there a general data size(maybe GBs) where it would be beneficial to use one over the other?,Interrogative
"Would like to ask why the datatype of age, experience and salary in tutorial 3 are inferred as string?",Interrogative
what are the prerequisite that I should have for this video ??,Interrogative
"Very nice video, one question is how do you get this help window that displays the input of the functions that you are using ?",Interrogative
I am happy that I completed this video in one sitting,Positive
I wish you covered spark SQL as well,Neutral
"In the final example, are you trying to predict the total bill according to all these other factors, instead of predicting the tips?",Interrogative
This is a great view on coding. Can you add some interview questions?,Interrogative
"Dear Beau, Could you please advise on the below error message as I am a beginner for python and pyspark?",Interrogative
Impeccable Teaching! Thanks!,Positive
I love this pyspark course!,Positive
"I think (df.na.fill()) , function has been changed. Integer column does not accept the str values.",Corrective
Such an Amazing Explanation! you Nailed it KrishNaik,Positive
it was all i needed. Thanks a lot!,Positive
This is pretty much a very useful video ;),Positive
"Mention, as a prerequisite for this session apache-spark must be installed in your system.",Corrective
Krish naik sir is teaching wow,Positive
I am very happy to see krish sir on this channel.,Positive
VERY MUCH HAPPY IN SEEING MY FAVORITE TEACHER COLLABORATING WITH THE FREE CODE CAMP,Positive
"I have the exact code but na.fill(""missing values"") work on some columns and some are still null. does anyone has the same issue?",Interrogative
"so pyspark is basically like normal python for crazy large datasets,, cool!",Neutral
The full installation of PySpark was omitted in this course.,Positive
It's quite impressive,Positive
In tutorial 3 u are mention that infershcema= true but age and expirience is takeing as string,Corrective
"in your example df_pyspark.na.fill('missing value').show() replace null values with ""missing value"" just in the ""Name"" column",Corrective
Thank you for the tutorial. I have one question. Is hadoop has similar role with pyspark? ,Interrogative
Great content! Thanks! Regards from Brazil!!!,Positive
"Hello guys, some one can help me how to configure jupyter in spark? Which variables environnement can I add in order to fix jupyter? ",Interrogative
"you can also do this. read.csv('user.csv', header=True)",Corrective
"why to use pyspark, when we can do all those functionalities with pandas? what is the advantages of pyspark over pandas. what are the circumstances both should be used??",Interrogative
"Hi, could you please tell me how to skip the header while reading csv file? . option (""header"",""False"") ?",Interrogative
Thank you for this course,Positive
Good content but you have to work on reducing the video length without sacrificing quality.,Corrective
This is gold!,Positive
"I have a scenario, where I want to convert input multiline json file with multiple json objects to comma separated json objects json.. Could you help how we can do this?",Interrogative
"when we read csv and do some agregation in the spark dataframe, does it really use spark engine? or it just performing pandas process in the inside?",Interrogative
A course on Three.js please,Imperative
pretty much amazing!!!,Positive
"On my notebook, it is only replacing null values as 'missing values' on Name column, on others it is still showing null. What could be the issue ?",Interrogative
Pyspark is a code I like as a coder .,Positive
how to process large scale data with spark? How to process 1TB dataset on spark?,Interrogative
"TOP, thank you so much!",Positive
"the data is stored in-memory in columnar fashion, where all the column headers are the Keys and all the data is the Value for the dictionary?",Interrogative
hey Mr.Beau while creating the spark session it returns some error may i know how to overcome this?,Interrogative
Where you are setting up the environment variables for spark and Hadoop?,Interrogative
This video is pretty much amazing,Positive
how do you show description of a function?,Interrogative
Indians are the best teachers in the world. Thank you :),Positive
What is cicd pipeline?,Interrogative
"That for free is charity, litteraly! Thanks a lot!!!",Positive
"Mike Dane would have been good, Krish isn't really explaining the logic & reason, he is just reading the code, this course is good for just copy paste code!",Negative
This is the first time I am slowing down playback speed on a youtube tutorial video.,Negative
Can you please upload Full coarse on pyspark in one video?,Interrogative
"At 44.03, imputer giving error as - 'str' object has no attribute 'fit'. Anybody have any idea ? why is the error?",Interrogative
"Sir, please explain why we are creating spark in the starting?",Interrogative
"Good video, thank you!",Positive
amazing tutor !!,Positive
What to do when inferschema and structschema both ain't working?,Interrogative
pls talk about error and exception handling and logging.,Imperative
Thank you that was very helpful,Positive
That's Great! Thank you so much.,Positive
"Hey Krish, the appName is not changing for me while I create sparksession. It is always coming as 'pyspark-shell'. What should I do to fix this issue?",Interrogative
How to groupby sum a specific column?,Interrogative
Nice tutorial!,Positive
"Hi, i tried running the type(df_pyspark) but its providing an output of ""nonetype"" instead of ""dataframe"". Can you please suggest what i should be doing?",Interrogative
"Sir, How to enable auto suggessions in Jupyter notebook?",Interrogative
Is it necessary to learn python before learning pyspark?,Interrogative
Finished!. But i still want to see the power of this tool.,Positive
extraordinary content,Positive
Hi where I need to keep csv Or excel file?,Interrogative
Really thankful for the video.,Positive
I followed all of the directions but spark never returns outputs,Negative
Amazing content,Positive
UDT: user-defined type,Neutral
Bro is this video covers all the topics in pyspark..?,Interrogative
Excellent Video.,Positive
RuntimeError: Java gateway process exited before sending its port number,Negative
Where is the .csv file? Do you need to upload it first to your jupyter notebook first before opening it?,Interrogative
Can anybody suggest me good resources like this for big data?,Interrogative
Krish Naik on FCC,Positive
Good video brother.,Positive
"Hi Krisk Naik, I am facing issue while running ""spark = SparkSession.builder.appName('Practice').getOrCreate()"" as its taking a lot of time and the kernel gets hanged there itself ?",Interrogative
Is this Pyspark Tutorial enough for a Data Engineer?,Interrogative
sparksession throwing an error- FileNotFoundError: [WinError 2] The system cannot find the file specified,Negative
Pretty much simple.,Positive
Does this video has any info on spark streaming ?,Interrogative
"I am getting none type error, while checking the type of sparks df, can anyone help me out with it?",Interrogative
How to run Spark by Docker?,Interrogative
"I have pyspark code now need to convert it into CaaS spark 3.x series, can you please guide me on this?",Interrogative
Atlast krish naik sir in freecodecamp,Positive
Thank you (y),Positive
How to pickle the model and save it?,Interrogative
Great man. Great!,Positive
what is slicing?,Interrogative
Getting Module not found error while import pyspark,Positive
how to change the datatype in pyspark?,Interrogative
good job,Positive
Plz use on pycharm ide tutorial,Imperative
Welcome here sir,Positive
I will be watching this tommorow.,Neutral
I m getting error while creating app it is showing file does not exist .Why is it so ???,Interrogative
I see my name in the groupby example data :D,Neutral
installation steps unclear. Unable to get it set up in my local windows machine,Negative
Is this info of pyspark enough to get a relevant job?,Interrogative
I want termux full course,Neutral
Thank You,Positive
"i tried to build sparksession, its bring error",Negative
Thumbnail says full course but it is not a full course for sure.,Negative
Super,Positive
You have good heart ️,Positive
lovely,Positive
"Anyone getting a ""Runtime Error: Java gateway process exited before seding its port number"" error? How do I rectify this? - Working on a mac",Interrogative
Need your data files to watch this video,Neutral
Atlast i found a precious one,Positive
is there anyone who can help me solve an issue?,Interrogative
"I am getting error while starting sparksession , can sombody help me out?",Interrogative
thank you from Vietnam,Positive
i need help in aws glue job ..you plz help me,Imperative
Who did the advertisement for the NichesPanel store appear to?,Interrogative
good indian accent,Positive
"NichesPanel likes this xD we all know that they isn't, but do you think models buy followers to appear on the internet?",Interrogative
"FeeCodeCamp has very good reputation and don't loose it by allowing this fake people teaching, he is fraud and copy paste guy",Negative
Could somebody explain why 90% of YouTube's tech content is produced by ethnic Indians?,Interrogative
6th comment .... !!!!,Neutral
"bad English, hard to listen",Negative
Thanks for sharing!! Good luck making your own versions everybody!,Positive
"As an aspiring developer who does music on the side, I don't think there could be a better project to take on! Thanks Pete & FCC!",Positive
These types of projects are gold bro. Fun and educational,Positive
"The only things missing are velocity adjustments, pan left and right knob, ability to load samples, and export as midi notes to import in a daw later on.",Corrective
Great tutorial!,Positive
Amazing video. I love drums and programming projects. Your clear instructions and energy were the icing on the cake.,Positive
Excepcionally great instructor. Thanks for the sick course!,Positive
"Wow, that's amazing. I would love more videos like this, on projects in python",Positive
Really cool idea! Loved the video!,Positive
This is one of the coolest projects I've ever seen.,Positive
"I am wondering, how can I turn the saved beats array to midi? Anyone any idea?",Interrogative
may someone explain to me why not to use ui buttons instead of rectangles collidepoint in an rendering software?,Interrogative
You really good at explaining thank you,Positive
"First project completed, I'm grateful that a channel like this exist.",Positive
"Question : Wouldn't it be easier to save the data as a str(dictionnary), therefore making it easier to load the beats ?",Interrogative
It would be nice to be able to launch a sound with a countdown (1 bar) to start playing on the next iteration of the pattern (like Ableton Live).,Corrective
That's an amazing tutorial! Thank you and keep going!,Positive
He's so good at what he does.,Positive
Thank you embodying this work,Positive
"Out of curiosity, how long has this taken everyone who's tried this?",Interrogative
Can these techniques be relied upon to build a complete daw?,Interrogative
This is great. Will do it asap.,Positive
